Zeit	Kanal A
(s)	(mV)

-9.99909355	-52.14997000
-9.99909335	-56.90206000
-9.99909315	-56.90206000
-9.99909295	-47.41326000
-9.99909275	-52.14997000
-9.99909255	-47.41326000
-9.99909235	-56.90206000
-9.99909215	-47.41326000
-9.99909195	-52.14997000
-9.99909175	-56.90206000
-9.99909155	-52.14997000
-9.99909135	-56.90206000
-9.99909115	-52.14997000
-9.99909095	-61.63877000
-9.99909075	-52.14997000
-9.99909055	-61.63877000
-9.99909035	-56.90206000
-9.99909015	-56.90206000
-9.99908995	-47.41326000
-9.99908975	-42.67655000
-9.99908955	-52.14997000
-9.99908935	-61.63877000
-9.99908915	-56.90206000
-9.99908895	-56.90206000
-9.99908875	-52.14997000
-9.99908855	-56.90206000
-9.99908835	-47.41326000
-9.99908815	-56.90206000
-9.99908795	-56.90206000
-9.99908775	-56.90206000
-9.99908755	-61.63877000
-9.99908735	-61.63877000
-9.99908715	-52.14997000
-9.99908695	-52.14997000
-9.99908675	-52.14997000
-9.99908655	-52.14997000
-9.99908635	-52.14997000
-9.99908615	-56.90206000
-9.99908595	-47.41326000
-9.99908575	-61.63877000
-9.99908555	-61.63877000
-9.99908535	-52.14997000
-9.99908515	-52.14997000
-9.99908495	-61.63877000
-9.99908475	-52.14997000
-9.99908455	-52.14997000
-9.99908435	-61.63877000
-9.99908415	-66.37549000
-9.99908395	-56.90206000
-9.99908375	-47.41326000
-9.99908355	-61.63877000
-9.99908335	-61.63877000
-9.99908315	-52.14997000
-9.99908295	-52.14997000
-9.99908275	-56.90206000
-9.99908255	-61.63877000
-9.99908235	-61.63877000
-9.99908215	-56.90206000
-9.99908195	-61.63877000
-9.99908175	-66.37549000
-9.99908155	-66.37549000
-9.99908135	-56.90206000
-9.99908115	-66.37549000
-9.99908095	-61.63877000
-9.99908075	-56.90206000
-9.99908055	-61.63877000
-9.99908035	-56.90206000
-9.99908015	-52.14997000
-9.99907995	-56.90206000
-9.99907975	-61.63877000
-9.99907955	-66.37549000
-9.99907935	-71.12758000
-9.99907915	-52.14997000
-9.99907895	-56.90206000
-9.99907875	-61.63877000
-9.99907855	-61.63877000
-9.99907835	-61.63877000
-9.99907815	-56.90206000
-9.99907795	-56.90206000
-9.99907775	-61.63877000
-9.99907755	-61.63877000
-9.99907735	-61.63877000
-9.99907715	-56.90206000
-9.99907695	-56.90206000
-9.99907675	-52.14997000
-9.99907655	-61.63877000
-9.99907635	-61.63877000
-9.99907615	-71.12758000
-9.99907595	-66.37549000
-9.99907575	-71.12758000
-9.99907555	-61.63877000
-9.99907535	-56.90206000
-9.99907515	-56.90206000
-9.99907495	-52.14997000
-9.99907475	-56.90206000
-9.99907455	-66.37549000
-9.99907435	-66.37549000
-9.99907415	-61.63877000
-9.99907395	-56.90206000
-9.99907375	-66.37549000
-9.99907355	-56.90206000
-9.99907335	-61.63877000
-9.99907315	-56.90206000
-9.99907295	-61.63877000
-9.99907275	-52.14997000
-9.99907255	-56.90206000
-9.99907235	-66.37549000
-9.99907215	-66.37549000
-9.99907195	-42.67655000
-9.99907175	-28.45103000
-9.99907155	-18.96223000
-9.99907135	-4.73671200
-9.99907115	-9.47342500
-9.99907095	-4.73671200
-9.99907075	0.00000000
-9.99907055	0.00000000
-9.99907035	4.73671200
-9.99907015	18.96223000
-9.99906995	14.22552000
-9.99906975	18.96223000
-9.99906955	23.69894000
-9.99906935	28.45103000
-9.99906915	37.92445000
-9.99906895	28.45103000
-9.99906875	33.18774000
-9.99906855	37.92445000
-9.99906835	37.92445000
-9.99906815	47.41326000
-9.99906795	42.67655000
-9.99906775	42.67655000
-9.99906755	37.92445000
-9.99906735	42.67655000
-9.99906715	42.67655000
-9.99906695	37.92445000
-9.99906675	52.14997000
-9.99906655	47.41326000
-9.99906635	47.41326000
-9.99906615	47.41326000
-9.99906595	52.14997000
-9.99906575	56.90206000
-9.99906555	56.90206000
-9.99906535	52.14997000
-9.99906515	47.41326000
-9.99906495	56.90206000
-9.99906475	61.63877000
-9.99906455	56.90206000
-9.99906435	61.63877000
-9.99906415	47.41326000
-9.99906395	52.14997000
-9.99906375	61.63877000
-9.99906355	52.14997000
-9.99906335	56.90206000
-9.99906315	42.67655000
-9.99906295	52.14997000
-9.99906275	52.14997000
-9.99906255	52.14997000
-9.99906235	37.92445000
-9.99906215	33.18774000
-9.99906195	47.41326000
-9.99906175	37.92445000
-9.99906155	42.67655000
-9.99906135	42.67655000
-9.99906115	47.41326000
-9.99906095	42.67655000
-9.99906075	42.67655000
-9.99906055	42.67655000
-9.99906035	37.92445000
-9.99906015	47.41326000
-9.99905995	47.41326000
-9.99905975	37.92445000
-9.99905955	42.67655000
-9.99905935	52.14997000
-9.99905915	61.63877000
-9.99905895	47.41326000
-9.99905875	42.67655000
-9.99905855	28.45103000
-9.99905835	52.14997000
-9.99905815	47.41326000
-9.99905795	52.14997000
-9.99905775	52.14997000
-9.99905755	47.41326000
-9.99905735	47.41326000
-9.99905715	42.67655000
-9.99905695	47.41326000
-9.99905675	47.41326000
-9.99905655	42.67655000
-9.99905635	47.41326000
-9.99905615	37.92445000
-9.99905595	52.14997000
-9.99905575	37.92445000
-9.99905555	37.92445000
-9.99905535	42.67655000
-9.99905515	52.14997000
-9.99905495	47.41326000
-9.99905475	47.41326000
-9.99905455	37.92445000
-9.99905435	37.92445000
-9.99905415	37.92445000
-9.99905395	52.14997000
-9.99905375	42.67655000
-9.99905355	47.41326000
-9.99905335	42.67655000
-9.99905315	47.41326000
-9.99905295	33.18774000
-9.99905275	37.92445000
-9.99905255	47.41326000
-9.99905235	42.67655000
-9.99905215	42.67655000
-9.99905195	42.67655000
-9.99905175	37.92445000
-9.99905155	33.18774000
-9.99905135	42.67655000
-9.99905115	37.92445000
-9.99905095	37.92445000
-9.99905075	37.92445000
-9.99905055	42.67655000
-9.99905035	23.69894000
-9.99905015	37.92445000
-9.99904995	37.92445000
-9.99904975	37.92445000
-9.99904955	47.41326000
-9.99904935	47.41326000
-9.99904915	47.41326000
-9.99904895	42.67655000
-9.99904875	28.45103000
-9.99904855	33.18774000
-9.99904835	37.92445000
-9.99904815	33.18774000
-9.99904795	28.45103000
-9.99904775	33.18774000
-9.99904755	33.18774000
-9.99904735	37.92445000
-9.99904715	28.45103000
-9.99904695	33.18774000
-9.99904675	23.69894000
-9.99904655	28.45103000
-9.99904635	37.92445000
-9.99904615	33.18774000
-9.99904595	28.45103000
-9.99904575	28.45103000
-9.99904555	37.92445000
-9.99904535	33.18774000
-9.99904515	37.92445000
-9.99904495	23.69894000
-9.99904475	28.45103000
-9.99904455	23.69894000
-9.99904435	28.45103000
-9.99904415	28.45103000
-9.99904395	37.92445000
-9.99904375	37.92445000
-9.99904355	28.45103000
-9.99904335	33.18774000
-9.99904315	28.45103000
-9.99904295	37.92445000
-9.99904275	37.92445000
-9.99904255	33.18774000
-9.99904235	37.92445000
-9.99904215	23.69894000
-9.99904195	23.69894000
-9.99904175	18.96223000
-9.99904155	23.69894000
-9.99904135	18.96223000
-9.99904115	18.96223000
-9.99904095	33.18774000
-9.99904075	28.45103000
-9.99904055	23.69894000
-9.99904035	28.45103000
-9.99904015	28.45103000
-9.99903995	28.45103000
-9.99903975	61.63877000
-9.99903955	80.60101000
-9.99903935	90.08981000
-9.99903915	94.82652000
-9.99903895	99.57861000
-9.99903875	94.82652000
-9.99903855	99.57861000
-9.99903835	104.31530000
-9.99903815	104.31530000
-9.99903795	118.54080000
-9.99903775	113.80410000
-9.99903755	109.05200000
-9.99903735	113.80410000
-9.99903715	113.80410000
-9.99903695	113.80410000
-9.99903675	123.27750000
-9.99903655	113.80410000
-9.99903635	118.54080000
-9.99903615	113.80410000
-9.99903595	118.54080000
-9.99903575	123.27750000
-9.99903555	123.27750000
-9.99903535	118.54080000
-9.99903515	118.54080000
-9.99903495	113.80410000
-9.99903475	123.27750000
-9.99903455	113.80410000
-9.99903435	118.54080000
-9.99903415	123.27750000
-9.99903395	123.27750000
-9.99903375	118.54080000
-9.99903355	113.80410000
-9.99903335	118.54080000
-9.99903315	123.27750000
-9.99903295	118.54080000
-9.99903275	128.02960000
-9.99903255	113.80410000
-9.99903235	113.80410000
-9.99903215	118.54080000
-9.99903195	118.54080000
-9.99903175	113.80410000
-9.99903155	118.54080000
-9.99903135	118.54080000
-9.99903115	118.54080000
-9.99903095	113.80410000
-9.99903075	118.54080000
-9.99903055	123.27750000
-9.99903035	109.05200000
-9.99903015	113.80410000
-9.99902995	118.54080000
-9.99902975	123.27750000
-9.99902955	118.54080000
-9.99902935	113.80410000
-9.99902915	118.54080000
-9.99902895	118.54080000
-9.99902875	109.05200000
-9.99902855	113.80410000
-9.99902835	109.05200000
-9.99902815	128.02960000
-9.99902795	113.80410000
-9.99902775	113.80410000
-9.99902755	113.80410000
-9.99902735	104.31530000
-9.99902715	118.54080000
-9.99902695	118.54080000
-9.99902675	118.54080000
-9.99902655	109.05200000
-9.99902635	113.80410000
-9.99902615	104.31530000
-9.99902595	113.80410000
-9.99902575	109.05200000
-9.99902555	113.80410000
-9.99902535	109.05200000
-9.99902515	99.57861000
-9.99902495	99.57861000
-9.99902475	104.31530000
-9.99902455	109.05200000
-9.99902435	109.05200000
-9.99902415	109.05200000
-9.99902395	104.31530000
-9.99902375	104.31530000
-9.99902355	104.31530000
-9.99902335	113.80410000
-9.99902315	99.57861000
-9.99902295	104.31530000
-9.99902275	104.31530000
-9.99902255	104.31530000
-9.99902235	99.57861000
-9.99902215	109.05200000
-9.99902195	94.82652000
-9.99902175	99.57861000
-9.99902155	94.82652000
-9.99902135	94.82652000
-9.99902115	99.57861000
-9.99902095	99.57861000
-9.99902075	99.57861000
-9.99902055	94.82652000
-9.99902035	104.31530000
-9.99902015	109.05200000
-9.99901995	99.57861000
-9.99901975	99.57861000
-9.99901955	94.82652000
-9.99901935	99.57861000
-9.99901915	99.57861000
-9.99901895	99.57861000
-9.99901875	94.82652000
-9.99901855	90.08981000
-9.99901835	94.82652000
-9.99901815	94.82652000
-9.99901795	94.82652000
-9.99901775	90.08981000
-9.99901755	94.82652000
-9.99901735	85.35310000
-9.99901715	85.35310000
-9.99901695	85.35310000
-9.99901675	90.08981000
-9.99901655	99.57861000
-9.99901635	94.82652000
-9.99901615	90.08981000
-9.99901595	85.35310000
-9.99901575	99.57861000
-9.99901555	90.08981000
-9.99901535	94.82652000
-9.99901515	85.35310000
-9.99901495	90.08981000
-9.99901475	90.08981000
-9.99901455	85.35310000
-9.99901435	85.35310000
-9.99901415	80.60101000
-9.99901395	80.60101000
-9.99901375	80.60101000
-9.99901355	80.60101000
-9.99901335	80.60101000
-9.99901315	80.60101000
-9.99901295	90.08981000
-9.99901275	90.08981000
-9.99901255	85.35310000
-9.99901235	90.08981000
-9.99901215	75.86429000
-9.99901195	80.60101000
-9.99901175	80.60101000
-9.99901155	85.35310000
-9.99901135	71.12758000
-9.99901115	71.12758000
-9.99901095	75.86429000
-9.99901075	94.82652000
-9.99901055	75.86429000
-9.99901035	85.35310000
-9.99901015	90.08981000
-9.99900995	75.86429000
-9.99900975	75.86429000
-9.99900955	80.60101000
-9.99900935	71.12758000
-9.99900915	75.86429000
-9.99900895	80.60101000
-9.99900875	75.86429000
-9.99900855	75.86429000
-9.99900835	71.12758000
-9.99900815	66.37549000
-9.99900795	75.86429000
-9.99900775	66.37549000
-9.99900755	75.86429000
-9.99900735	61.63877000
-9.99900715	66.37549000
-9.99900695	66.37549000
-9.99900675	71.12758000
-9.99900655	80.60101000
-9.99900635	66.37549000
-9.99900615	61.63877000
-9.99900595	66.37549000
-9.99900575	75.86429000
-9.99900555	71.12758000
-9.99900535	75.86429000
-9.99900515	71.12758000
-9.99900495	56.90206000
-9.99900475	61.63877000
-9.99900455	71.12758000
-9.99900435	61.63877000
-9.99900415	71.12758000
-9.99900395	61.63877000
-9.99900375	66.37549000
-9.99900355	66.37549000
-9.99900335	61.63877000
-9.99900315	61.63877000
-9.99900295	61.63877000
-9.99900275	52.14997000
-9.99900255	66.37549000
-9.99900235	66.37549000
-9.99900215	56.90206000
-9.99900195	66.37549000
-9.99900175	66.37549000
-9.99900155	56.90206000
-9.99900135	56.90206000
-9.99900115	61.63877000
-9.99900095	52.14997000
-9.99900075	52.14997000
-9.99900055	52.14997000
-9.99900035	61.63877000
-9.99900015	52.14997000
-9.99899995	61.63877000
-9.99899975	56.90206000
-9.99899955	52.14997000
-9.99899935	61.63877000
-9.99899915	71.12758000
-9.99899895	71.12758000
-9.99899875	61.63877000
-9.99899855	52.14997000
-9.99899835	61.63877000
-9.99899815	56.90206000
-9.99899795	52.14997000
-9.99899775	52.14997000
-9.99899755	47.41326000
-9.99899735	56.90206000
-9.99899715	52.14997000
-9.99899695	52.14997000
-9.99899675	52.14997000
-9.99899655	56.90206000
-9.99899635	61.63877000
-9.99899615	52.14997000
-9.99899595	42.67655000
-9.99899575	52.14997000
-9.99899555	52.14997000
-9.99899535	47.41326000
-9.99899515	47.41326000
-9.99899495	47.41326000
-9.99899475	47.41326000
-9.99899455	47.41326000
-9.99899435	52.14997000
-9.99899415	42.67655000
-9.99899395	52.14997000
-9.99899375	47.41326000
-9.99899355	42.67655000
-9.99899335	52.14997000
-9.99899315	47.41326000
-9.99899295	42.67655000
-9.99899275	37.92445000
-9.99899255	47.41326000
-9.99899235	42.67655000
-9.99899215	37.92445000
-9.99899195	42.67655000
-9.99899175	47.41326000
-9.99899155	52.14997000
-9.99899135	56.90206000
-9.99899115	37.92445000
-9.99899095	52.14997000
-9.99899075	42.67655000
-9.99899055	33.18774000
-9.99899035	28.45103000
-9.99899015	42.67655000
-9.99898995	42.67655000
-9.99898975	42.67655000
-9.99898955	33.18774000
-9.99898935	37.92445000
-9.99898915	33.18774000
-9.99898895	28.45103000
-9.99898875	42.67655000
-9.99898855	28.45103000
-9.99898835	47.41326000
-9.99898815	37.92445000
-9.99898795	42.67655000
-9.99898775	33.18774000
-9.99898755	37.92445000
-9.99898735	37.92445000
-9.99898715	33.18774000
-9.99898695	47.41326000
-9.99898675	33.18774000
-9.99898655	47.41326000
-9.99898635	28.45103000
-9.99898615	23.69894000
-9.99898595	37.92445000
-9.99898575	28.45103000
-9.99898555	33.18774000
-9.99898535	33.18774000
-9.99898515	37.92445000
-9.99898495	37.92445000
-9.99898475	28.45103000
-9.99898455	23.69894000
-9.99898435	28.45103000
-9.99898415	28.45103000
-9.99898395	33.18774000
-9.99898375	37.92445000
-9.99898355	37.92445000
-9.99898335	37.92445000
-9.99898315	23.69894000
-9.99898295	37.92445000
-9.99898275	37.92445000
-9.99898255	18.96223000
-9.99898235	28.45103000
-9.99898215	28.45103000
-9.99898195	28.45103000
-9.99898175	18.96223000
-9.99898155	23.69894000
-9.99898135	23.69894000
-9.99898115	28.45103000
-9.99898095	28.45103000
-9.99898075	33.18774000
-9.99898055	18.96223000
-9.99898035	18.96223000
-9.99898015	33.18774000
-9.99897995	28.45103000
-9.99897975	23.69894000
-9.99897955	28.45103000
-9.99897935	23.69894000
-9.99897915	23.69894000
-9.99897895	33.18774000
-9.99897875	18.96223000
-9.99897855	23.69894000
-9.99897835	18.96223000
-9.99897815	23.69894000
-9.99897795	23.69894000
-9.99897775	18.96223000
-9.99897755	14.22552000
-9.99897735	23.69894000
-9.99897715	18.96223000
-9.99897695	14.22552000
-9.99897675	23.69894000
-9.99897655	18.96223000
-9.99897635	14.22552000
-9.99897615	14.22552000
-9.99897595	18.96223000
-9.99897575	23.69894000
-9.99897555	14.22552000
-9.99897535	18.96223000
-9.99897515	23.69894000
-9.99897495	9.47342500
-9.99897475	9.47342500
-9.99897455	9.47342500
-9.99897435	14.22552000
-9.99897415	18.96223000
-9.99897395	23.69894000
-9.99897375	18.96223000
-9.99897355	18.96223000
-9.99897335	14.22552000
-9.99897315	9.47342500
-9.99897295	14.22552000
-9.99897275	18.96223000
-9.99897255	18.96223000
-9.99897235	18.96223000
-9.99897215	14.22552000
-9.99897195	9.47342500
-9.99897175	14.22552000
-9.99897155	14.22552000
-9.99897135	14.22552000
-9.99897115	4.73671200
-9.99897095	4.73671200
-9.99897075	14.22552000
-9.99897055	4.73671200
-9.99897035	9.47342500
-9.99897015	0.00000000
-9.99896995	14.22552000
-9.99896975	18.96223000
-9.99896955	9.47342500
-9.99896935	14.22552000
-9.99896915	23.69894000
-9.99896895	14.22552000
-9.99896875	14.22552000
-9.99896855	9.47342500
-9.99896835	9.47342500
-9.99896815	9.47342500
-9.99896795	14.22552000
-9.99896775	4.73671200
-9.99896755	0.00000000
-9.99896735	9.47342500
-9.99896715	4.73671200
-9.99896695	0.00000000
-9.99896675	9.47342500
-9.99896655	18.96223000
-9.99896635	14.22552000
-9.99896615	18.96223000
-9.99896595	4.73671200
-9.99896575	14.22552000
-9.99896555	0.00000000
-9.99896535	14.22552000
-9.99896515	9.47342500
-9.99896495	4.73671200
-9.99896475	4.73671200
-9.99896455	-4.73671200
-9.99896435	4.73671200
-9.99896415	4.73671200
-9.99896395	0.00000000
-9.99896375	4.73671200
-9.99896355	0.00000000
-9.99896335	0.00000000
-9.99896315	4.73671200
-9.99896295	4.73671200
-9.99896275	4.73671200
-9.99896255	0.00000000
-9.99896235	0.00000000
-9.99896215	0.00000000
-9.99896195	4.73671200
-9.99896175	9.47342500
-9.99896155	14.22552000
-9.99896135	4.73671200
-9.99896115	4.73671200
-9.99896095	0.00000000
-9.99896075	0.00000000
-9.99896055	4.73671200
-9.99896035	4.73671200
-9.99896015	4.73671200
-9.99895995	0.00000000
-9.99895975	-4.73671200
-9.99895955	0.00000000
-9.99895935	-4.73671200
-9.99895915	0.00000000
-9.99895895	4.73671200
-9.99895875	-4.73671200
-9.99895855	14.22552000
-9.99895835	4.73671200
-9.99895815	23.69894000
-9.99895795	23.69894000
-9.99895775	42.67655000
-9.99895755	33.18774000
-9.99895735	52.14997000
-9.99895715	61.63877000
-9.99895695	61.63877000
-9.99895675	66.37549000
-9.99895655	75.86429000
-9.99895635	85.35310000
-9.99895615	75.86429000
-9.99895595	85.35310000
-9.99895575	75.86429000
-9.99895555	80.60101000
-9.99895535	85.35310000
-9.99895515	90.08981000
-9.99895495	80.60101000
-9.99895475	90.08981000
-9.99895455	85.35310000
-9.99895435	80.60101000
-9.99895415	90.08981000
-9.99895395	80.60101000
-9.99895375	90.08981000
-9.99895355	85.35310000
-9.99895335	80.60101000
-9.99895315	85.35310000
-9.99895295	85.35310000
-9.99895275	90.08981000
-9.99895255	90.08981000
-9.99895235	90.08981000
-9.99895215	85.35310000
-9.99895195	90.08981000
-9.99895175	90.08981000
-9.99895155	90.08981000
-9.99895135	90.08981000
-9.99895115	85.35310000
-9.99895095	90.08981000
-9.99895075	90.08981000
-9.99895055	85.35310000
-9.99895035	94.82652000
-9.99895015	90.08981000
-9.99894995	75.86429000
-9.99894975	99.57861000
-9.99894955	90.08981000
-9.99894935	90.08981000
-9.99894915	85.35310000
-9.99894895	90.08981000
-9.99894875	85.35310000
-9.99894855	85.35310000
-9.99894835	90.08981000
-9.99894815	90.08981000
-9.99894795	90.08981000
-9.99894775	80.60101000
-9.99894755	85.35310000
-9.99894735	94.82652000
-9.99894715	90.08981000
-9.99894695	90.08981000
-9.99894675	90.08981000
-9.99894655	80.60101000
-9.99894635	85.35310000
-9.99894615	90.08981000
-9.99894595	85.35310000
-9.99894575	80.60101000
-9.99894555	75.86429000
-9.99894535	85.35310000
-9.99894515	90.08981000
-9.99894495	80.60101000
-9.99894475	80.60101000
-9.99894455	85.35310000
-9.99894435	90.08981000
-9.99894415	71.12758000
-9.99894395	80.60101000
-9.99894375	75.86429000
-9.99894355	75.86429000
-9.99894335	80.60101000
-9.99894315	75.86429000
-9.99894295	80.60101000
-9.99894275	90.08981000
-9.99894255	80.60101000
-9.99894235	80.60101000
-9.99894215	71.12758000
-9.99894195	71.12758000
-9.99894175	85.35310000
-9.99894155	66.37549000
-9.99894135	75.86429000
-9.99894115	71.12758000
-9.99894095	80.60101000
-9.99894075	66.37549000
-9.99894055	75.86429000
-9.99894035	75.86429000
-9.99894015	80.60101000
-9.99893995	80.60101000
-9.99893975	75.86429000
-9.99893955	75.86429000
-9.99893935	71.12758000
-9.99893915	71.12758000
-9.99893895	71.12758000
-9.99893875	71.12758000
-9.99893855	66.37549000
-9.99893835	75.86429000
-9.99893815	71.12758000
-9.99893795	71.12758000
-9.99893775	71.12758000
-9.99893755	71.12758000
-9.99893735	71.12758000
-9.99893715	66.37549000
-9.99893695	75.86429000
-9.99893675	80.60101000
-9.99893655	75.86429000
-9.99893635	66.37549000
-9.99893615	71.12758000
-9.99893595	61.63877000
-9.99893575	56.90206000
-9.99893555	71.12758000
-9.99893535	66.37549000
-9.99893515	71.12758000
-9.99893495	75.86429000
-9.99893475	66.37549000
-9.99893455	66.37549000
-9.99893435	61.63877000
-9.99893415	66.37549000
-9.99893395	56.90206000
-9.99893375	66.37549000
-9.99893355	61.63877000
-9.99893335	61.63877000
-9.99893315	71.12758000
-9.99893295	66.37549000
-9.99893275	61.63877000
-9.99893255	61.63877000
-9.99893235	71.12758000
-9.99893215	52.14997000
-9.99893195	61.63877000
-9.99893175	61.63877000
-9.99893155	61.63877000
-9.99893135	66.37549000
-9.99893115	56.90206000
-9.99893095	66.37549000
-9.99893075	56.90206000
-9.99893055	56.90206000
-9.99893035	52.14997000
-9.99893015	66.37549000
-9.99892995	47.41326000
-9.99892975	52.14997000
-9.99892955	52.14997000
-9.99892935	61.63877000
-9.99892915	52.14997000
-9.99892895	66.37549000
-9.99892875	61.63877000
-9.99892855	56.90206000
-9.99892835	66.37549000
-9.99892815	56.90206000
-9.99892795	52.14997000
-9.99892775	56.90206000
-9.99892755	56.90206000
-9.99892735	56.90206000
-9.99892715	47.41326000
-9.99892695	42.67655000
-9.99892675	61.63877000
-9.99892655	56.90206000
-9.99892635	52.14997000
-9.99892615	52.14997000
-9.99892595	42.67655000
-9.99892575	52.14997000
-9.99892555	42.67655000
-9.99892535	47.41326000
-9.99892515	42.67655000
-9.99892495	47.41326000
-9.99892475	56.90206000
-9.99892455	37.92445000
-9.99892435	56.90206000
-9.99892415	66.37549000
-9.99892395	56.90206000
-9.99892375	47.41326000
-9.99892355	47.41326000
-9.99892335	47.41326000
-9.99892315	56.90206000
-9.99892295	47.41326000
-9.99892275	47.41326000
-9.99892255	42.67655000
-9.99892235	52.14997000
-9.99892215	52.14997000
-9.99892195	42.67655000
-9.99892175	47.41326000
-9.99892155	47.41326000
-9.99892135	42.67655000
-9.99892115	47.41326000
-9.99892095	42.67655000
-9.99892075	42.67655000
-9.99892055	47.41326000
-9.99892035	42.67655000
-9.99892015	47.41326000
-9.99891995	47.41326000
-9.99891975	37.92445000
-9.99891955	37.92445000
-9.99891935	42.67655000
-9.99891915	42.67655000
-9.99891895	47.41326000
-9.99891875	42.67655000
-9.99891855	47.41326000
-9.99891835	47.41326000
-9.99891815	42.67655000
-9.99891795	47.41326000
-9.99891775	28.45103000
-9.99891755	37.92445000
-9.99891735	47.41326000
-9.99891715	42.67655000
-9.99891695	33.18774000
-9.99891675	37.92445000
-9.99891655	33.18774000
-9.99891635	47.41326000
-9.99891615	42.67655000
-9.99891595	37.92445000
-9.99891575	28.45103000
-9.99891555	33.18774000
-9.99891535	42.67655000
-9.99891515	28.45103000
-9.99891495	42.67655000
-9.99891475	52.14997000
-9.99891455	47.41326000
-9.99891435	47.41326000
-9.99891415	56.90206000
-9.99891395	56.90206000
-9.99891375	66.37549000
-9.99891355	71.12758000
-9.99891335	71.12758000
-9.99891315	71.12758000
-9.99891295	61.63877000
-9.99891275	66.37549000
-9.99891255	66.37549000
-9.99891235	75.86429000
-9.99891215	66.37549000
-9.99891195	71.12758000
-9.99891175	66.37549000
-9.99891155	71.12758000
-9.99891135	71.12758000
-9.99891115	66.37549000
-9.99891095	66.37549000
-9.99891075	80.60101000
-9.99891055	75.86429000
-9.99891035	71.12758000
-9.99891015	71.12758000
-9.99890995	71.12758000
-9.99890975	71.12758000
-9.99890955	61.63877000
-9.99890935	66.37549000
-9.99890915	75.86429000
-9.99890895	61.63877000
-9.99890875	61.63877000
-9.99890855	66.37549000
-9.99890835	56.90206000
-9.99890815	61.63877000
-9.99890795	66.37549000
-9.99890775	56.90206000
-9.99890755	61.63877000
-9.99890735	66.37549000
-9.99890715	61.63877000
-9.99890695	61.63877000
-9.99890675	61.63877000
-9.99890655	61.63877000
-9.99890635	66.37549000
-9.99890615	71.12758000
-9.99890595	66.37549000
-9.99890575	61.63877000
-9.99890555	61.63877000
-9.99890535	66.37549000
-9.99890515	66.37549000
-9.99890495	71.12758000
-9.99890475	56.90206000
-9.99890455	61.63877000
-9.99890435	61.63877000
-9.99890415	56.90206000
-9.99890395	52.14997000
-9.99890375	56.90206000
-9.99890355	66.37549000
-9.99890335	56.90206000
-9.99890315	52.14997000
-9.99890295	52.14997000
-9.99890275	52.14997000
-9.99890255	56.90206000
-9.99890235	61.63877000
-9.99890215	61.63877000
-9.99890195	56.90206000
-9.99890175	52.14997000
-9.99890155	52.14997000
-9.99890135	61.63877000
-9.99890115	61.63877000
-9.99890095	52.14997000
-9.99890075	66.37549000
-9.99890055	56.90206000
-9.99890035	42.67655000
-9.99890015	56.90206000
-9.99889995	47.41326000
-9.99889975	56.90206000
-9.99889955	61.63877000
-9.99889935	56.90206000
-9.99889915	61.63877000
-9.99889895	47.41326000
-9.99889875	61.63877000
-9.99889855	56.90206000
-9.99889835	47.41326000
-9.99889815	52.14997000
-9.99889795	52.14997000
-9.99889775	47.41326000
-9.99889755	61.63877000
-9.99889735	47.41326000
-9.99889715	42.67655000
-9.99889695	47.41326000
-9.99889675	56.90206000
-9.99889655	56.90206000
-9.99889635	52.14997000
-9.99889615	52.14997000
-9.99889595	47.41326000
-9.99889575	52.14997000
-9.99889555	56.90206000
-9.99889535	37.92445000
-9.99889515	52.14997000
-9.99889495	47.41326000
-9.99889475	42.67655000
-9.99889455	42.67655000
-9.99889435	42.67655000
-9.99889415	42.67655000
-9.99889395	42.67655000
-9.99889375	33.18774000
-9.99889355	42.67655000
-9.99889335	37.92445000
-9.99889315	42.67655000
-9.99889295	42.67655000
-9.99889275	47.41326000
-9.99889255	33.18774000
-9.99889235	37.92445000
-9.99889215	42.67655000
-9.99889195	47.41326000
-9.99889175	37.92445000
-9.99889155	42.67655000
-9.99889135	42.67655000
-9.99889115	47.41326000
-9.99889095	37.92445000
-9.99889075	47.41326000
-9.99889055	52.14997000
-9.99889035	37.92445000
-9.99889015	33.18774000
-9.99888995	37.92445000
-9.99888975	42.67655000
-9.99888955	42.67655000
-9.99888935	47.41326000
-9.99888915	56.90206000
-9.99888895	61.63877000
-9.99888875	80.60101000
-9.99888855	75.86429000
-9.99888835	80.60101000
-9.99888815	90.08981000
-9.99888795	85.35310000
-9.99888775	80.60101000
-9.99888755	85.35310000
-9.99888735	75.86429000
-9.99888715	85.35310000
-9.99888695	85.35310000
-9.99888675	94.82652000
-9.99888655	85.35310000
-9.99888635	85.35310000
-9.99888615	90.08981000
-9.99888595	90.08981000
-9.99888575	85.35310000
-9.99888555	90.08981000
-9.99888535	80.60101000
-9.99888515	94.82652000
-9.99888495	94.82652000
-9.99888475	85.35310000
-9.99888455	75.86429000
-9.99888435	80.60101000
-9.99888415	85.35310000
-9.99888395	85.35310000
-9.99888375	80.60101000
-9.99888355	85.35310000
-9.99888335	90.08981000
-9.99888315	80.60101000
-9.99888295	90.08981000
-9.99888275	90.08981000
-9.99888255	90.08981000
-9.99888235	80.60101000
-9.99888215	90.08981000
-9.99888195	90.08981000
-9.99888175	85.35310000
-9.99888155	85.35310000
-9.99888135	80.60101000
-9.99888115	80.60101000
-9.99888095	85.35310000
-9.99888075	75.86429000
-9.99888055	80.60101000
